ID_MASTER;Official_Name;Short_Name;Partner_Name reported;Member_Name;Headquarter Location;Member_Type;Member_Type_2;International_Local;Aggregator_operator;Region of activity;Sector
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Climate Risk and Early Warning Systems (Crews) Initiative;No data;Initiative;Secondary organization;International;Aggregator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Climate-Resilient Infrastructure Financing Initiative;No data;Initiative;Secondary organization;International;Aggregator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Adaptation of African Agriculture Initiative;No data;Initiative;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;African Initiative on Food Security and Environment (AIFE-Uganda);Kampala, Uganda;Initiative;Secondary organization;Local;Aggregator;Africa;A, P, Q
13;Just Rural Transition;JRT;Just Rural Transition;IDH The Sustainable Trade Initiative ;No data;Initiative;Secondary organization;International;Aggregator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Institute (IFPRI) ;No data;Institute;Research;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;All India Disaster Mitigation Institute (AIDMI);Ahmedabad, India;Institute;Research;Local;Operator;Asia, Oceania ;J, M, N, P
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Brian Cave Leighton Paisner Clear Law Institute;No data;Institute;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Cabot Institute for the Environment University of Bristol;United Kingdom;Institute;Research;Local;Operator;Europe;P, M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Climate Systems Analysis Group (CSAG) University of Cape Town;South Africa;Institute;Research;Local;Operator;Africa;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Danish Institute for International Studies (DIIS);Denmark;Institute;Research;Local;Operator;Africa, Europe, Asia, Lati America and the Caribbean, North America;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Environmental Capacities and Sustainability Institute (ECAS);Kenya;Institute;Research;Local;Operator;Africa;M, S
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Green Finance Institute;No data;Institute;Research;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Haydn Green Institute for Innovation and Entrepreneurship (HGI), Nottingham University Business School ;No data;Institute;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Indian Institute for Human Settlements (IIHS);India;Institute;Research;Local;Operator;Asia;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Institute for Global Environmental Strategies (IGES);Japan;Institute;Research;Local;Operator;Asia;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Institute for Study and Development Worldwide (IFSD);Australia;Institute;Research;Local;Operator;Africa, Asia, Europe, North America, Oceania;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Institute for Sustainable Development and International Relations (IDDRI);France;Institute;Research;Local;Operator;Europe;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Institute polytechnique rural de formation et de recherche appliquée (IPR / IFRA);Mali;Institute;Research;Local;Operator;Africa;M, P
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Instituto Distrital de Gestión de Riesgo y Cambio Climático(IDIGER) ;No data;Institute;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;International Institute for Environment and Development (IIED);United Kingdom;Institute;Research;Local;Operator;Europe;M
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;International Institute for Environment and Development (IIED);United Kingdom;Institute;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;International Institute for Sustainable Development (IISD);Canada;Institute;Research;Local;Operator;North America, Europe;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;International Research Institute for Climate and Society (Columbia University) (IRI);United States;Institute;Research;Local;Operator;Africa, Asia, Europe, Latin America and the Caribbean, North America, Oceania;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;International Water Management Institute (IWMI);United Kingdom;Institute;Research;Local;Operator;Africa, Asia;E
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Investigación para el Desarrollo (ID);Paraguay;Institute;Research;Local;Operator;Latin America and the Caribbean;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Lilongwe University of Agriculture and natural Resources (LUANAR);Malawi;Institute;Research;Local;Operator;Africa;P
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Norwich Institute for Sustainable Development (NISD);United Kingdom;Institute;Research;Local;Operator;Europe;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Overseas Development Institute (ODI);United Kingdom;Institute;Research;Local;Operator;Global;M
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Overseas Development Institute (ODI);United Kingdom;Institute;Research;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Philippine Institute of Civil Engineers;No data;Institute;Research;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Sahel Eco;No data;Institute;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The International Institute for ;No data;Institute;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The right and resources institute;No data;Institute;Research;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;The Savory Institute;No data;Institute;Research;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;World Resources Institute (WRI);United States ;Institute;Research;Local;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;World Resources Institute (WRI);United States ;Institute;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;World Resources Institute (WRI);United States ;Institute;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;World Resources Institute (WRI);United States ;Institute;Research;Local;Operator;North America ;A,E,K,M,P,S
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;World Resources Institute (WRI);United States ;Institute;Research;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;IBC Insurance Bureau of Canada;No data;Insurance;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Munich RE;No data;Insurance;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Prudential;No data;Insurance;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;The Geneva Association;No data;Insurance;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Zurich;No data;Insurance;Investors, Finance and Credit Institutions;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;USAID;No data;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Aggregator;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;USAID;Washington DC, US;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Aggregator;Africa, Asia, Europe, Latin America;U
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Water and Energy for Food ;Joint initiative across Europe and the US - Launched in San Francisco;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Aggregator;Africa, Asia, Latin America;All
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Acumen;New York, NY, US;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Latin America and North America;A, D, E, H, M, Q
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Adapt Action Agence Française de Développement (AFD);Paris, France;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Europe, Asia, Latin America and the Caribbean, Oceania;A, D, E, F, H, J, K, M, O, P, Q, R, S
13;Just Rural Transition;JRT;Just Rural Transition;Blended Finance Taskforce ;No data;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Blue Finance;Europa;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Clinton Health Access Initiative;Boston, MA, US;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Latin America;M,Q
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Energising Development (EnDev);Germany;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Latin America;A, C, D, E, F, M, Q, T
5;Efficiency for Access Coalition;EforA;Efficiency for Access;ESMAP;Washington DC, US;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Europe, Latin America, North America;All except B
5;Efficiency for Access Coalition;EforA;Efficiency for Access;GET.Invest;Brussels, Belgium;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Europe, Latin America;K – Financial activities
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Greening Commodities;No data;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;IFC;Washington DC, US;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Latin America;K – Financial activities
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;IIGCC;No data;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Limketkai Impact Finance;Asia;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
